C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.001320088400831418,1.0,2e-05,0.1,0.0001,9.290081194282311e-05,1.701168502890004e-06,0.0011148097433138775
0.001320088400831418,1.0,2.51e-05,0.1,0.00016666666666666666,9.290081194282311e-05,1.701168502890004e-06,0.0018580162388564623
0.001320088400831418,1.0,3.16e-05,0.1,0.0002666666666666667,9.290081194282311e-05,1.701168502890004e-06,0.00297282598217034
0.001320088400831418,1.0,3.98e-05,0.1,0.0003,9.290081194282311e-05,1.701168502890004e-06,0.003344429229941632
0.001320088400831418,1.0,5.01e-05,0.1,0.0005666666666666667,9.290081194282311e-05,1.701168502890004e-06,0.006317255212111972
0.001320088400831418,1.0,6.31e-05,0.1,0.0009333333333333333,9.290081194282311e-05,1.701168502890004e-06,0.01040489093759619
0.001320088400831418,1.0,7.94e-05,0.1,0.0018,9.290081194282311e-05,1.701168502890004e-06,0.020066575379649794
0.001320088400831418,1.0,0.0001,0.1,0.0026666666666666666,9.290081194282311e-05,1.701168502890004e-06,0.029728259821703396
0.001320088400831418,1.0,0.000126,0.1,0.0038666666666666667,9.290081194282311e-05,1.701168502890004e-06,0.04310597674146993
0.001320088400831418,1.0,0.000158,0.1,0.005,9.290081194282311e-05,1.701168502890004e-06,0.05574048716569388
0.001320088400831418,1.0,0.0002,0.1,0.006533333333333334,9.290081194282311e-05,1.701168502890004e-06,0.07283423656317332
0.001320088400831418,1.0,0.000251,0.1,0.007533333333333334,9.290081194282311e-05,1.701168502890004e-06,0.08398233399631211
0.001320088400831418,1.0,0.000316,0.1,0.008166666666666666,9.290081194282311e-05,1.701168502890004e-06,0.09104279570396666
0.001320088400831418,1.0,0.000398,0.1,0.0066,9.290081194282311e-05,1.701168502890004e-06,0.07357744305871591
0.001320088400831418,1.0,0.000501,0.1,0.004733333333333333,9.290081194282311e-05,1.701168502890004e-06,0.05276766118352353
0.001320088400831418,1.0,0.000631,0.1,0.0025,9.290081194282311e-05,1.701168502890004e-06,0.02787024358284694
0.001320088400831418,1.0,0.000794,0.1,0.0006666666666666666,9.290081194282311e-05,1.701168502890004e-06,0.007432064955425849
0.001320088400831418,1.0,0.001,0.1,0.0002,9.290081194282311e-05,1.701168502890004e-06,0.002229619486627755
0.001320088400831418,1.0,0.00126,0.1,3.3333333333333335e-05,9.290081194282311e-05,1.701168502890004e-06,0.0003716032477712925
0.001320088400831418,1.0,0.00158,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
